"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.679855042E0,5.685201586E0,-2.854037654E1,7.126531473E0,2.996100901E1
1.689925042E0,4.442571196E0,-2.881634875E1,7.107481245E0,3.001057620E1
1.699995042E0,3.458888844E0,-2.878423818E1,7.165948724E0,2.986380921E1
1.710065042E0,2.497015437E0,-2.827631629E1,6.906812990E0,2.921453772E1
1.720135042E0,2.590328228E0,-2.842047822E1,5.788842899E0,2.911947947E1
1.730205042E0,3.729301518E0,-2.909310682E1,4.154377724E0,2.962389928E1
1.740275042E0,5.174885255E0,-2.919626808E1,3.149647150E0,2.981814522E1
1.750345042E0,6.768129314E0,-2.883725372E1,2.564622114E0,2.973166768E1
1.760416042E0,8.622657373E0,-2.910623967E1,9.817855880E-1,3.037247620E1
1.770486042E0,9.478114963E0,-2.955369200E1,1.920819697E0,3.109573801E1
1.780556042E0,9.617206775E0,-3.035291984E1,4.149586515E0,3.210933629E1
1.790626042E0,9.521792495E0,-3.102271605E1,5.937544025E0,3.298981468E1
1.800696042E0,1.073990492E1,-3.122757910E1,6.494877816E0,3.365547047E1
1.810766042E0,1.391959741E1,-3.084980687E1,6.824853737E0,3.452599607E1
1.820836042E0,1.815470764E1,-2.872784296E1,8.039813933E0,3.492164055E1
1.830906042E0,2.450711688E1,-2.736821563E1,8.301866258E0,3.766349675E1
1.840976042E0,3.124408696E1,-2.741424959E1,8.320147578E0,4.239055209E1
1.851047042E0,3.779392977E1,-2.755881849E1,9.090656819E0,4.764986512E1
1.861117042E0,4.442164347E1,-2.605866619E1,1.049187890E1,5.255869115E1
1.871187042E0,5.232060031E1,-2.377726274E1,1.365738019E1,5.907052966E1
1.881257042E0,6.254238463E1,-2.124978272E1,1.772729839E1,6.839122933E1
1.891327042E0,7.060281351E1,-1.628371674E1,2.078760944E1,7.537931687E1
1.901397042E0,7.129778549E1,-1.009699772E1,2.214776536E1,7.533821799E1
1.911467042E0,7.134037661E1,-4.822991631E0,2.127722488E1,7.460181554E1
1.921537042E0,7.146609175E1,-1.761144517E0,1.978466695E1,7.417504261E1
1.931607542E0,7.140383060E1,-1.038724532E0,1.852016914E1,7.377386148E1
1.941678542E0,7.091976534E1,-1.462300342E0,1.963853100E1,7.360314761E1
1.951748542E0,6.417694336E1,-2.543316615E0,2.259261217E1,6.808505448E1
1.961818542E0,5.254610169E1,-2.862226095E0,2.410936588E1,5.788390678E1
1.971888542E0,4.282159734E1,-2.701738152E0,2.231369765E1,4.836206872E1
1.981958542E0,3.485884971E1,-3.340389757E0,1.711289987E1,3.897626135E1
1.992028542E0,2.830955654E1,-5.558062652E0,1.118808816E1,3.094343821E1
2.002098542E0,2.335071070E1,-9.419927566E0,7.033319839E0,2.614303566E1
2.012168542E0,1.942925330E1,-1.361536795E1,3.868303868E0,2.403825915E1
2.022238542E0,1.659434306E1,-1.815300844E1,1.699802547E0,2.465346356E1
2.032309542E0,1.460006245E1,-2.207282277E1,1.039676385E0,2.648494394E1
2.042379542E0,1.235310027E1,-2.520763202E1,9.314122637E-1,2.808720932E1
2.052449542E0,1.077380591E1,-2.817276911E1,1.079767308E0,3.018187719E1
2.062519542E0,9.614907065E0,-3.055551417E1,2.223116069E0,3.210962673E1
2.072589542E0,9.169669075E0,-3.224283817E1,3.471515322E0,3.370066562E1
2.082659542E0,9.643578887E0,-3.313098813E1,3.732186827E0,3.470720684E1
2.092729542E0,1.110593010E1,-3.327834732E1,3.211318903E0,3.522928686E1
2.102799542E0,1.351998349E1,-3.310393189E1,2.618927545E0,3.585413563E1
2.112869542E0,1.632580968E1,-3.334524882E1,2.161840757E0,3.719020350E1
2.122940542E0,1.932571665E1,-3.348749287E1,2.074737124E0,3.871950461E1
2.133010542E0,2.194693923E1,-3.333406427E1,2.750813541E0,4.000493666E1
2.143080542E0,2.438757406E1,-3.264719419E1,3.734858420E0,4.092117085E1
2.153150542E0,2.621190768E1,-3.164685721E1,3.573317685E0,4.124750023E1
2.163220542E0,2.787182930E1,-3.007449414E1,2.893376552E0,4.110578662E1
2.173290542E0,2.898857030E1,-2.877239874E1,1.466736624E0,4.086978656E1
2.183360542E0,2.972805831E1,-2.773918638E1,3.473678792E-1,4.066129088E1
2.193430542E0,2.992858038E1,-2.661861194E1,-3.157364890E-1,4.005458918E1
2.203500542E0,2.983314213E1,-2.556851282E1,-1.080202925E-1,3.929092625E1
2.213571542E0,2.982299838E1,-2.432292257E1,1.103102961E0,3.849977442E1
2.223641542E0,2.938890109E1,-2.346008637E1,1.784391292E0,3.764660957E1
2.233711542E0,2.836699491E1,-2.267931235E1,2.945181713E0,3.643777852E1
2.243781542E0,2.642785705E1,-2.153613491E1,3.997098148E0,3.432511513E1
2.253851542E0,2.332917423E1,-2.027800355E1,4.209723959E0,3.119566595E1
2.263921542E0,1.995706392E1,-1.925736153E1,3.489929373E0,2.795192266E1
2.273991542E0,1.645222882E1,-1.894336020E1,2.375868731E0,2.520260862E1
